id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
630,I,0.7,0.525,0.1625,2.721552,1.28990225,0.623689,0.97805775,5.0
631,F,1.575,1.225,0.3875,29.97959625,13.6361095,6.56290925,8.3064035,11.0
632,I,0.925,0.7125,0.225,6.42116175,2.96252275,1.757669,2.1262125,6.0
633,I,1.325,1.05,0.3625,19.1359125,8.9300925,4.422522,5.8116475,8.0
634,I,0.7875,0.575,0.225,5.10291,2.11203775,1.190679,1.360776,6.0
635,M,1.25,1.0125,0.3,19.6462035,12.47378,3.50116325,3.8271825,6.0
636,F,1.625,1.3125,0.475,41.4753185,13.99047825,7.24329725,13.60776,22.0
637,F,1.5875,1.3125,0.4625,42.48172575,16.51358375,9.11436425,12.3320325,12.0
638,M,1.325,1.1,0.3375,23.40251225,9.1001895,4.86193925,7.37087,8.0
639,M,1.725,1.325,0.4,44.395317,24.7491135,10.39009175,9.63883,9.0
640,M,1.4625,1.1625,0.3625,27.78251,11.8217415,4.57844425,8.9300925,11.0
641,M,1.6375,1.325,0.4625,42.2124055,14.911837,8.3064035,11.3398,19.0
642,I,1.0875,0.75,0.225,7.030676,3.2601925,0.907184,2.551455,8.0
643,I,0.8375,0.625,0.25,7.44174375,3.30271675,1.190679,1.7293195,6.0
644,I,0.6375,0.475,0.15,2.438057,1.1056305,0.32601925,0.7087375,3.0
645,I,1.4375,1.125,0.4,25.41532675,11.0846545,5.71242425,7.37087,10.0
646,I,0.8125,0.6,0.175,3.005047,1.417475,0.63786375,1.020582,6.0
647,I,1.375,1.0625,0.3625,19.84465,10.64523725,3.95475525,5.00368675,8.0
648,I,0.8375,0.65,0.2,6.39281225,2.82077525,1.3891255,1.984465,6.0
649,F,1.8125,1.375,0.5,63.105987,25.3161035,14.514944,17.57669,18.0
650,F,1.3125,1.05,0.325,23.09066775,11.736693,4.9044635,6.80388,8.0
651,M,1.2875,0.9625,0.2875,18.030282,7.824462,3.67126025,5.386405,10.0
652,I,1.025,0.8125,0.25,9.8939755,4.32329875,2.19708625,2.6365035,6.0
653,M,1.6875,1.3125,0.4375,44.38114225,18.9091165,10.0073735,14.514944,12.0
654,M,1.3125,0.9625,0.4125,22.169309,6.73300625,3.7137845,7.654365,14.0
655,I,1.45,1.125,0.3625,25.16018125,11.736693,4.57844425,6.6621325,8.0
656,F,1.625,1.2625,0.3875,36.38658325,17.61921425,8.37727725,9.39785925,11.0
657,F,1.5625,1.2125,0.4375,35.98969025,15.989118,8.60407325,10.3475675,9.0
658,F,1.125,0.8375,0.2625,11.58077075,4.97533725,2.83495,3.40194,14.0
659,M,1.3125,1.025,0.35,18.597272,7.7394135,4.32329875,5.6699,10.0
660,M,1.3375,1.05,0.3875,25.51455,9.3269855,4.15320175,9.355335,16.0
661,I,1.25,0.9875,0.3125,16.40018575,8.051258,3.628736,4.9611625,8.0
662,F,1.5625,1.2375,0.5125,31.808139,12.3887315,6.4353365,11.056305,13.0
663,I,0.925,0.7125,0.225,7.9095105,3.35941575,1.757669,2.1262125,7.0
664,M,1.75,1.3875,0.4875,49.34230475,20.68096025,9.51125725,14.17475,11.0
665,M,1.425,1.1125,0.375,27.8108595,12.82814875,5.726599,7.5126175,10.0
666,I,1.3125,1.0,0.35,20.0430965,7.881161,4.32329875,6.3786375,9.0
667,I,0.6,0.475,0.15,2.16873675,0.963883,0.396893,0.7087375,3.0
668,M,1.4625,1.1875,0.3875,32.72949775,14.628342,6.27941425,8.3631025,10.0
669,M,1.175,0.9,0.35,17.44911725,6.8322295,3.8838815,5.10291,13.0
670,M,1.325,1.0625,0.3125,23.88445375,11.736693,4.932813,5.0178615,9.0
671,I,0.95,0.7,0.25,7.9095105,3.2601925,1.7293195,2.1262125,7.0
672,I,1.425,1.0625,0.3375,22.92057075,9.6104805,4.3941725,5.6699,8.0
673,I,0.95,0.725,0.25,7.75358825,2.96252275,1.77184375,2.4097075,9.0
674,F,1.6375,1.2875,0.5,40.653183,18.313777,8.77417025,10.489315,11.0
675,F,1.475,1.175,0.4125,31.62386725,10.432616,6.67630725,9.07184,13.0
676,M,1.5125,1.175,0.3875,29.27085875,12.417081,7.89533575,7.12989925,10.0
677,M,1.025,0.7875,0.25,9.63883,4.63514325,2.5231055,2.6932025,8.0
678,M,1.2875,0.95,0.3,15.3937785,6.2652395,3.86970675,4.3941725,10.0
679,M,1.5,1.1875,0.4625,39.02308675,12.74310025,8.4198015,13.324265,17.0
680,I,1.0625,0.8125,0.2875,10.886208,4.2240755,2.65067825,3.5436875,8.0
681,M,1.625,1.2875,0.4,32.44600275,14.18892475,6.23689,11.623295,11.0
682,F,1.5375,1.1875,0.3875,30.46153775,13.96212875,7.0023265,7.7961125,11.0
683,M,1.1375,0.825,0.3125,12.813974,5.4147545,2.59397925,4.819415,8.0
684,I,0.4375,0.3,0.1,0.5953395,0.1984465,0.12757275,0.21262125,4.0
685,M,1.4625,1.1625,0.375,29.27085875,13.67863375,6.22271525,8.3631025,12.0
686,F,1.45,1.1625,0.4,31.808139,15.4504775,6.27941425,7.7961125,9.0
687,M,1.6,1.2375,0.3875,32.034935,12.85649825,7.427569,9.4970825,11.0
688,M,1.525,1.2125,0.4,30.900955,11.8784405,6.81805475,8.9300925,9.0
689,F,1.6375,1.25,0.5125,39.859397,12.28950825,8.77417025,11.90679,14.0
690,F,1.4,1.1375,0.375,23.1048425,10.375917,5.499803,6.6621325,8.0
691,I,0.9375,0.7125,0.2,6.81805475,2.721552,1.97029025,1.984465,7.0
692,F,1.6125,1.25,0.3875,36.35823375,16.1308655,8.2497045,9.355335,9.0
693,F,1.4,1.1125,0.3875,23.85610425,9.8372765,4.8477645,7.7961125,11.0
694,I,1.25,0.95,0.275,14.571643,6.4353365,3.515338,4.252425,9.0
695,I,0.6,0.4125,0.1375,2.45223175,0.94970825,0.4819415,0.5953395,4.0
696,I,1.175,0.9375,0.3125,16.8679525,7.087375,3.1467945,5.2446575,8.0
697,M,1.6,1.225,0.425,33.46658475,11.4248485,6.066793,9.2135875,16.0
698,M,1.3,1.025,0.3125,16.42853525,6.76135575,4.932813,5.2446575,8.0
699,I,1.25,0.9375,0.3,14.67086625,6.13766675,3.01922175,4.819415,9.0
700,I,1.075,0.8125,0.25,10.375917,4.46504625,1.984465,2.9766975,9.0
701,M,1.525,1.1875,0.4,30.83008125,11.0846545,4.63514325,9.2135875,14.0
702,F,1.4375,1.05,0.425,30.0221205,17.2081465,6.67630725,7.7961125,9.0
703,I,1.2625,0.9625,0.2875,16.34348675,6.67630725,3.6003865,5.386405,11.0
704,I,1.425,1.1,0.4125,26.2232875,10.50348975,6.2085405,8.3631025,10.0
705,M,1.6125,1.2625,0.475,42.354153,20.751834,8.66077225,10.0640725,10.0
706,F,1.525,1.2,0.4125,33.40988575,10.319218,7.427569,10.0640725,14.0
707,M,0.6375,0.4625,0.1625,2.26796,0.97805775,0.510291,0.7087375,5.0
708,F,1.25,1.0,0.4125,20.3265915,8.77417025,4.2240755,7.654365,12.0
709,F,1.5875,1.25,0.3875,29.8520235,13.210867,5.5848515,9.2135875,11.0
710,I,0.9125,0.675,0.2125,6.0384435,2.2963095,1.31825175,1.984465,6.0
711,F,1.5125,1.1875,0.425,32.16250775,14.04717725,7.01650125,9.07184,9.0
712,I,0.7375,0.5625,0.175,3.515338,1.6726205,0.75126175,1.2757275,7.0
713,F,1.425,1.1375,0.4,29.18581025,12.0485375,6.633783,8.0796075,8.0
714,M,1.425,1.125,0.3625,22.396105,10.19164525,4.57844425,6.3786375,9.0
715,M,1.775,1.375,0.4875,60.66793,35.30930225,10.56018875,14.514944,14.0
716,M,1.4875,1.175,0.375,26.69105425,10.78698475,5.40057975,7.654365,15.0
717,I,1.3125,1.0,0.35,18.767369,7.98038425,3.84135725,5.386405,9.0
718,M,1.7,1.3125,0.4375,39.405805,18.5122235,7.86698625,10.489315,10.0
719,I,0.9,0.6625,0.2,6.33611325,2.381358,1.0489315,1.8427175,7.0
720,I,0.5625,0.425,0.0,1.60174675,0.680388,0.3685435,0.4252425,4.0
721,M,1.5625,1.2375,0.45,34.5013415,15.43630275,8.03708325,10.602713,10.0
722,F,1.725,1.375,0.4875,49.5265765,23.31746375,10.56018875,13.324265,9.0
723,I,1.1875,0.95,0.35,14.061352,5.74077375,2.48058125,3.96893,8.0
724,M,1.3875,1.1,0.3875,25.35862775,7.75358825,4.09650275,7.4559185,13.0
725,F,1.5375,1.1875,0.3625,28.8314415,13.25339125,6.39281225,7.654365,12.0
726,F,1.5375,1.175,0.375,29.880373,13.11164375,6.39281225,8.9300925,10.0
727,F,1.4875,1.15,0.35,29.540179,14.344847,6.93145275,7.087375,9.0
728,F,1.4,1.125,0.375,26.52095725,11.2547515,5.20213325,7.654365,12.0
729,F,1.5875,1.2875,0.425,35.76289425,15.77649675,9.241937,10.6310625,10.0
730,M,1.35,1.075,0.4625,21.5172705,8.7032965,4.37999775,7.087375,13.0
731,M,1.3,0.9625,0.3,18.71067,8.0796075,4.309124,5.386405,9.0
732,I,1.1625,0.9,0.2625,14.75591475,7.314171,3.005047,4.252425,8.0
733,I,1.275,0.9625,0.3,17.70426275,8.561549,4.025629,5.046211,8.0
734,F,1.525,1.175,0.425,33.04134225,13.25339125,6.56290925,8.788345,10.0
735,I,1.025,0.775,0.3,9.525432,3.55786225,1.99863975,2.6932025,7.0
736,I,1.125,0.8375,0.3,12.417081,5.6982495,3.061746,3.40194,8.0
737,M,1.4375,1.125,0.3625,24.45144375,11.679994,4.86193925,6.87475375,12.0
738,M,1.375,1.05,0.35,24.1821235,10.9712565,5.74077375,6.9456275,12.0
739,I,0.9875,0.7625,0.25,10.33339275,4.9611625,2.59397925,3.3735905,8.0
740,M,1.8,1.4,0.5125,47.513762,21.36134825,10.999606,13.0691195,11.0
741,F,1.525,1.2,0.4,34.91240925,14.7133905,5.8683465,9.4970825,10.0
742,I,1.425,1.1,0.375,20.36911575,9.31281075,4.252425,5.953395,9.0
743,F,1.575,1.25,0.5,38.51279575,15.94659375,9.53960675,9.2135875,11.0
744,I,0.6375,0.4625,0.15,2.608154,0.97805775,0.5953395,0.7087375,5.0
745,I,0.775,0.5625,0.1875,4.80524025,1.97029025,1.2757275,1.247378,9.0
746,F,1.425,1.075,0.4125,24.16794875,11.18387775,5.03203625,7.7961125,8.0
747,F,1.6,1.2875,0.4,36.7693015,16.612807,8.85921875,10.19164525,9.0
748,F,1.55,1.2,0.425,34.23202125,14.0330025,8.44174375,9.6104805,11.0
749,F,1.5875,1.25,0.4375,42.354153,14.571643,8.4198015,12.85649825,17.0
750,M,1.5625,1.2125,0.375,32.2333815,16.0174675,6.90310325,8.4198015,11.0
751,F,1.55,1.2,0.4,32.601925,15.35125425,6.87475375,8.9300925,12.0
752,F,1.5625,1.1375,0.375,30.43318825,14.84096325,6.3219385,8.788345,9.0
753,F,1.5625,1.225,0.4,31.18445,13.664459,5.79747275,8.6465975,17.0
754,M,1.5,1.2375,0.3875,31.808139,13.99047825,6.56290925,8.221355,11.0
755,F,1.675,1.3125,0.4125,42.48172575,14.72756525,8.4198015,12.0485375,13.0
756,M,1.475,1.15,0.3875,28.81726675,12.1052365,5.896696,9.922325,10.0
757,F,1.5375,1.1875,0.3875,27.612413,12.303683,7.61184075,7.7961125,11.0
758,M,1.5625,1.225,0.425,32.0065855,13.50853675,8.88756825,9.4970825,12.0
759,M,1.6,1.3125,0.45,37.42134,13.7495075,7.4559185,12.6155275,13.0
760,M,1.25,0.95,0.3125,16.17338975,6.747181,3.58621175,5.2446575,11.0
761,F,1.5625,1.225,0.375,30.1922175,14.7133905,7.3425205,8.0796075,10.0
762,F,1.4,1.075,0.4125,25.16018125,9.87980075,5.14543425,8.50485,20.0
763,M,1.3,1.025,0.35,17.36406875,6.066793,4.01145425,5.6699,12.0
764,F,1.6125,1.25,0.4875,36.6559035,13.834556,8.2497045,10.6877615,11.0
765,M,1.45,1.175,0.3625,26.1098895,12.8423235,6.350288,7.5126175,10.0
766,M,1.575,1.2625,0.4375,31.5529935,14.04717725,7.257472,8.6465975,9.0
767,I,0.7125,0.5375,0.125,3.5436875,1.304077,0.75126175,0.9922325,5.0
768,M,1.6125,1.2125,0.4375,37.0527965,13.90542975,8.901743,14.9827108,14.0
769,F,1.5125,1.175,0.4,31.34037225,15.081934,6.76135575,8.788345,11.0
770,I,0.925,0.6875,0.2375,7.1157245,3.061746,1.54504775,1.984465,6.0
771,M,1.7,1.3125,0.425,47.56677425,22.7079495,11.283101,11.3398,11.0
772,M,1.4375,1.1625,0.4125,25.231055,12.60135275,5.62737575,6.6621325,9.0
773,F,1.3875,1.1125,0.35,25.684647,10.41844125,6.67630725,6.23689,9.0
774,I,1.0125,0.75,0.225,8.561549,4.63514325,1.7293195,2.5231055,8.0
775,M,1.425,1.1375,0.3875,24.42309425,10.64523725,4.7910655,7.7961125,11.0
776,F,1.55,1.2625,0.4125,38.0733785,13.8062065,6.67630725,10.0640725,14.0
777,M,1.5,1.1875,0.375,32.50270175,14.33067225,5.386405,9.7805775,9.0
778,I,0.525,0.375,0.1375,1.31825175,0.4252425,0.3118445,0.35436875,4.0
779,M,1.475,1.175,0.4375,28.64716975,11.4248485,6.36446275,9.07184,9.0
780,M,1.4375,1.1625,0.4125,29.5685285,12.31785775,7.767763,7.7961125,15.0
781,F,1.25,0.9375,0.3125,17.33571925,6.973977,3.8271825,5.2446575,8.0
782,F,1.625,1.3125,0.4375,36.95357325,17.0380495,9.241937,9.355335,9.0
783,F,1.625,1.275,0.4375,37.1094955,15.4504775,8.68912175,11.72251825,18.0
784,M,1.325,1.0,0.325,20.0430965,9.922325,4.819415,5.10291,10.0
785,M,1.4375,1.175,0.4,29.313383,12.5021295,6.30776375,8.0796075,13.0
786,F,1.5125,1.1625,0.375,27.385617,13.79203175,7.10154975,8.6465975,9.0
787,F,1.5125,1.1625,0.4,34.302895,15.989118,6.4353365,9.355335,13.0
788,I,1.1,0.8375,0.2625,12.303683,5.329706,2.4664065,3.96893,8.0
789,M,1.6,1.2,0.4125,29.44095575,12.40290625,6.08096775,8.788345,13.0
790,I,1.125,0.8875,0.3,12.74310025,5.1312595,2.494756,4.3941725,9.0
791,M,1.6,1.325,0.4125,43.1762885,18.4555245,8.46232575,13.25339125,12.0
792,I,1.475,1.1375,0.3125,23.99785175,11.43902325,4.025629,7.37087,8.0
793,M,1.525,1.2125,0.425,30.71668325,11.8784405,7.78193775,8.9300925,13.0
794,I,1.2875,0.9375,0.3,13.56523575,6.67630725,3.1467945,3.69960975,9.0
795,M,1.2625,0.9625,0.3125,16.839603,8.40562675,3.44446425,4.6776675,8.0
796,F,1.1875,0.825,0.3375,14.004653,5.99591925,4.09650275,4.66349275,9.0
797,I,1.4375,1.1625,0.375,25.798045,11.07047975,5.68407475,7.087375,12.0
798,F,1.5,1.1875,0.425,30.900955,12.133586,7.6260155,8.788345,11.0
799,I,0.925,0.7125,0.25,7.55514175,3.13261975,1.644271,1.927766,7.0
800,M,1.475,1.125,0.3125,24.73493875,11.113004,4.9044635,6.80388,9.0
801,M,1.5125,1.175,0.3875,32.10580875,13.60776,7.35669525,8.788345,10.0
802,I,0.9375,0.7,0.225,7.49844275,3.13261975,1.63009625,1.927766,6.0
803,F,1.4,1.1,0.3125,24.28134675,10.19164525,4.86193925,7.37087,15.0
804,M,1.2125,0.95,0.3125,16.51358375,7.41339425,3.89805625,4.6776675,10.0
805,I,1.0375,0.7875,0.25,9.4970825,4.8477645,2.08368825,2.67902775,7.0
806,I,1.0375,0.775,0.2625,11.6516445,5.51397775,2.4664065,2.83495,7.0
807,M,1.275,0.9625,0.3125,18.5689225,6.47786075,4.139027,5.2446575,13.0
808,I,0.6875,0.55,0.2,2.8632995,1.20485375,0.623689,0.850485,6.0
809,I,0.7375,0.55,0.15,3.9972795,1.871067,0.72291225,1.020582,5.0
810,F,1.575,1.2125,0.4,36.7693015,17.179797,9.8372765,8.788345,10.0
811,F,1.5,1.175,0.3875,31.79396425,13.210867,6.5487345,9.4970825,10.0
812,F,1.45,1.125,0.3625,24.38057,11.75086775,4.3374735,7.78193775,11.0
813,I,0.95,0.7125,0.225,7.93786,3.231843,1.63009625,2.1262125,7.0
814,F,1.425,1.075,0.375,23.530085,10.375917,5.3013565,7.2291225,10.0
815,I,1.1875,0.9375,0.3125,15.35125425,6.76135575,2.99087225,4.252425,9.0
816,I,1.4375,1.05,0.3625,21.08562075,9.87980075,4.479221,5.37223025,9.0
817,I,1.0625,0.8125,0.3,11.0279555,5.37223025,2.56562975,2.83495,7.0
818,I,1.2,0.925,0.3,16.42853525,7.04485075,3.061746,4.9611625,8.0
819,M,1.2875,0.9875,0.3875,21.72989175,9.7238785,4.63514325,7.087375,13.0
820,I,0.6125,0.4375,0.15,2.2396105,1.1056305,0.396893,0.5953395,5.0
821,M,1.125,0.8375,0.2875,12.360382,5.28718175,2.2963095,3.5436875,10.0
822,M,1.2625,1.025,0.3125,18.653971,8.09378225,5.0745605,5.10291,9.0
823,M,1.25,0.9625,0.3375,18.6256215,8.46232575,4.025629,4.9611625,8.0
824,F,1.3125,1.0,0.3375,18.10115575,8.34892775,4.8477645,4.762716,11.0
825,M,1.65,1.3125,0.45,45.60017075,21.72989175,8.2497045,12.190285,11.0
826,I,0.7,0.5375,0.1875,3.6003865,1.474174,0.83631025,0.97805775,8.0
827,M,1.5,1.1375,0.4,34.5013415,17.916884,7.597666,8.50485,9.0
828,M,1.325,1.0625,0.35,21.72989175,8.29222875,4.60679375,7.7961125,13.0
829,F,1.525,1.2875,0.4125,30.84368375,11.623295,5.99591925,9.4970825,9.0
830,I,1.375,1.05,0.3,23.11901725,11.623295,4.26659975,5.2446575,8.0
831,F,1.5625,1.2625,0.4125,36.0322145,16.045817,8.94426725,9.7805775,12.0
832,M,1.4625,1.1875,0.4125,27.6974615,9.7805775,5.6699,9.7805775,17.0
833,I,0.9625,0.75,0.2375,8.107957,3.44446425,1.97029025,2.551455,6.0
834,M,1.6375,1.2375,0.4,36.55668025,16.85377775,7.21494775,9.355335,11.0
835,I,0.925,0.6875,0.225,6.1518415,2.721552,0.89300925,2.26796,5.0
836,F,1.8,1.4625,0.5,50.745605,14.4298955,10.87203325,13.60776,17.0
837,M,1.525,1.2125,0.425,30.8726055,13.2959155,6.95980225,7.654365,10.0
838,M,1.35,1.025,0.3375,23.79940525,7.35669525,4.77689075,7.2291225,12.0
839,F,1.4375,1.125,0.425,28.67551925,12.6722265,6.33611325,8.0796075,11.0
840,I,1.375,1.075,0.3875,20.638436,8.8733935,4.46504625,5.953395,9.0
841,M,1.5125,1.1875,0.4125,29.48348,13.947954,5.74077375,8.221355,9.0
842,I,1.15,0.9125,0.275,14.04717725,6.50621025,3.01922175,3.9972795,7.0
843,F,1.525,1.1625,0.375,29.5118295,12.0485375,8.3631025,8.6465975,10.0
844,M,1.525,1.175,0.425,27.9242575,12.6722265,7.087375,7.5126175,10.0
845,I,1.575,1.25,0.4375,34.8415355,14.855138,7.881161,10.0640725,9.0
846,I,1.1125,0.8375,0.3,12.94154675,5.953395,2.48058125,3.8271825,8.0
847,M,1.5,1.15,0.3125,24.62154075,11.43902325,5.6699,6.520385,8.0
848,F,1.4875,1.1625,0.3875,30.4190135,14.04717725,6.406987,7.5126175,8.0
849,I,1.0875,0.8375,0.2625,11.35397475,5.62737575,2.26796,3.40194,6.0
850,M,1.6625,1.2875,0.3875,39.02308675,17.61921425,8.77417025,9.4970825,11.0
851,I,1.05,0.7875,0.25,9.865626,3.72795925,1.99863975,2.84912475,8.0
852,I,1.3625,1.025,0.35,17.33571925,8.7032965,3.6003865,5.216308,9.0
853,M,1.675,1.2875,0.3875,40.9083285,17.973583,10.0073735,10.2908685,9.0
854,I,1.4375,1.1125,0.3875,24.79163775,14.061352,4.3941725,6.520385,9.0
855,M,1.625,1.2625,0.4375,37.9032815,15.54970075,10.829509,10.0640725,11.0
856,I,1.725,1.35,0.475,48.23667425,15.2803805,9.39785925,13.324265,17.0
857,I,0.825,0.65,0.225,5.10291,2.59397925,1.20485375,1.5592225,7.0
858,M,1.0375,0.8,0.3125,12.65805175,5.71242425,2.778251,3.5436875,10.0
859,M,1.575,1.2375,0.4375,37.37881575,15.2803805,7.66853975,9.922325,11.0
860,F,1.375,1.075,0.35,22.75047375,9.85145125,4.8477645,5.953395,9.0
861,M,1.0875,0.825,0.2875,10.98543125,4.52174525,2.08368825,3.40194,8.0
862,I,0.875,0.6625,0.225,5.556502,2.05533875,1.34660125,1.70097,7.0
863,M,1.375,1.0875,0.3875,25.911443,10.8011595,4.706017,7.087375,9.0
864,F,1.7625,1.4,0.625,64.16909325,17.690088,10.24834425,19.4194075,20.0
865,M,1.5625,1.25,0.4,38.90968875,14.33067225,7.881161,9.85145125,17.0
866,M,1.5375,1.1375,0.375,32.31843,14.13222575,6.36446275,8.50485,10.0
867,M,1.325,1.05,0.4125,24.834162,7.7961125,5.17378375,7.7961125,17.0
868,I,1.05,0.8125,0.2375,10.44679075,4.40834725,1.80019325,2.9766975,7.0
869,M,1.425,1.125,0.3625,24.59319125,11.736693,4.86193925,6.87475375,11.0
870,F,1.575,1.2,0.425,37.52056325,17.1514475,9.7805775,11.056305,19.0
871,F,1.525,1.2,0.4375,30.7025085,14.84096325,6.22271525,10.20582,10.0
872,I,0.6875,0.4875,0.15,2.96252275,1.17650425,0.623689,0.7087375,6.0
873,M,1.525,1.1625,0.4375,31.6096925,10.04989775,6.7755305,9.4970825,23.0
874,F,1.65,1.3,0.425,42.51007525,15.762322,8.17883075,10.489315,16.0
875,F,1.525,1.225,0.425,32.2333815,13.5227115,7.15824875,9.02931575,13.0
876,M,1.475,1.1875,0.425,28.64716975,11.29727575,6.36446275,8.0796075,9.0
877,F,1.175,0.9125,0.3,14.81261375,5.42892925,3.061746,4.3941725,11.0
878,M,1.675,1.3375,0.4875,44.15434625,15.478827,9.8372765,14.74174,19.0
879,I,1.1875,0.9375,0.275,17.633389,8.164656,3.27436725,4.819415,8.0
880,F,1.525,1.2125,0.4125,30.94347925,13.08329425,7.78193775,9.355335,10.0
881,M,1.6,1.25,0.4375,39.7743485,19.561155,8.88756825,9.4970825,11.0
882,F,0.9625,0.575,0.2625,7.9662095,2.778251,1.757669,2.1262125,12.0
883,I,0.5,0.375,0.125,1.020582,0.3118445,0.226796,0.283495,4.0
884,I,0.8875,0.7,0.25,6.917278,3.1467945,1.077281,1.984465,7.0
885,I,1.225,0.9625,0.325,16.17338975,6.7188315,3.7704835,4.6776675,9.0
886,I,0.75,0.55,0.1875,3.9972795,1.68679525,0.8788345,1.13398,6.0
887,I,0.65,0.5,0.15,2.721552,1.0489315,0.52446575,0.850485,6.0
888,F,1.55,1.2,0.4125,37.7331845,16.42853525,8.60407325,11.056305,18.0
889,M,1.45,1.1125,0.375,25.58542375,11.1980525,5.4714535,7.8528115,11.0
890,F,1.325,1.0625,0.3625,23.79940525,6.6054335,5.51397775,7.3425205,11.0
891,I,1.05,0.85,0.2625,12.48795475,5.71242425,2.11203775,3.2601925,7.0
892,M,1.2875,1.05,0.3625,19.7737763,8.845044,4.26659975,5.10291,11.0
893,F,1.1,0.8625,0.2625,12.60135275,3.78465825,2.1262125,3.685435,8.0
894,I,0.6875,0.5,0.0,3.67126025,1.5025235,0.52446575,0.850485,5.0
895,M,1.0375,0.7875,0.25,8.66077225,3.798833,1.6726205,2.6932025,9.0
896,I,0.8375,0.575,0.2,5.443104,2.2963095,0.80796075,1.5025235,5.0
897,M,1.2,0.9,0.3125,14.968536,6.25106475,2.9199985,4.66349275,9.0
898,M,1.6125,1.2875,0.425,42.82191975,19.447757,8.618248,10.942907,10.0
899,I,0.925,0.6875,0.2375,6.39281225,2.721552,1.31825175,2.26796,6.0
900,F,1.675,1.25,0.45,47.95317925,19.66037825,10.33339275,12.190285,12.0
901,M,1.5875,1.2,0.4125,37.42134,16.839603,7.3992195,8.77417025,11.0
902,I,0.9875,0.75,0.225,8.5331995,3.35941575,1.88524175,2.14038725,8.0
903,M,1.3,1.05,0.3875,22.4244545,9.87980075,4.3374735,7.7961125,13.0
904,M,1.0375,0.7625,0.275,10.41844125,4.4508715,2.22543575,2.76407625,8.0
905,F,1.275,1.0,0.3875,21.1203775,10.432616,4.195726,5.5281525,12.0
906,M,1.4375,1.125,0.3625,24.99008425,10.81533425,4.422522,7.2291225,9.0
907,I,1.0125,0.75,0.2625,8.958442,3.55786225,1.8427175,2.4097075,7.0
908,M,1.775,1.35,0.5,50.972401,22.1976585,9.00096625,13.891255,10.0
909,F,1.5125,1.1875,0.4375,31.694741,11.12717875,6.22271525,9.4970825,16.0
910,M,1.65,1.2875,0.4125,38.215126,21.72989175,8.3064035,10.0640725,9.0
911,I,1.25,0.9375,0.3,16.9813505,7.75358825,3.0333965,4.9611625,7.0
912,I,1.2875,0.9625,0.3,17.95940825,7.1157245,3.67126025,5.216308,8.0
913,I,0.65,0.475,0.175,3.16096925,1.0489315,0.72291225,0.850485,5.0
914,F,1.4875,1.0875,0.375,24.2955215,10.9145575,4.89028875,8.788345,11.0
915,M,1.4,1.075,0.4,24.67823975,9.63883,4.6209685,7.93786,22.0
916,I,0.775,0.5625,0.1875,4.3941725,1.8427175,1.03475675,1.0489315,6.0
917,I,0.4625,0.3125,0.125,0.83631025,0.340194,0.226796,0.26932025,5.0
918,F,1.5625,1.25,0.375,32.16250775,14.33067225,8.20718025,7.881161,9.0
919,I,1.4125,1.125,0.375,24.59319125,11.453198,4.1106775,7.2291225,9.0
920,M,1.375,1.0875,0.325,24.22464775,9.51125725,5.783298,7.7961125,11.0
921,M,1.6,1.2625,0.4,36.3724085,17.7751365,6.5487345,9.298636,10.0
922,M,1.55,1.225,0.45,33.40988575,14.33067225,8.66077225,8.3631025,9.0
923,I,1.425,1.125,0.3875,27.71163625,8.46232575,5.99591925,9.2135875,15.0
924,M,1.4125,1.075,0.375,24.79163775,12.68640125,5.4714535,7.654365,9.0
925,I,1.375,1.0625,0.4125,22.97726975,11.4815475,5.9250455,6.87475375,9.0
926,F,1.1375,0.775,0.275,10.886208,4.52174525,2.42388225,3.118445,8.0
927,F,1.575,1.2125,0.375,32.5168765,12.20445975,6.30776375,9.1001895,11.0
928,I,0.9125,0.675,0.2125,6.36446275,3.061746,1.60174675,1.984465,7.0
929,I,0.625,0.475,0.15,2.96252275,1.17650425,0.396893,0.7087375,5.0
930,I,1.2,0.925,0.3,16.51358375,6.973977,3.7704835,4.3941725,7.0
931,I,1.1,0.8375,0.2625,12.813974,5.28718175,2.93417325,3.96893,7.0
932,M,1.35,1.0625,0.3875,27.71163625,15.03940975,6.0951425,6.0951425,8.0
933,M,1.65,1.2875,0.4375,45.7277435,20.2131935,10.13494625,12.757275,12.0
934,M,1.4625,1.15,0.4625,27.669112,9.19941275,7.64019025,8.0796075,10.0
935,M,1.3125,1.0375,0.3625,22.0275615,8.91591775,3.64291075,8.3631025,12.0
936,F,1.6125,1.3,0.4375,36.38658325,10.21999475,8.71747125,11.509897,16.0
937,M,1.25,0.95,0.3125,23.00561925,11.43902325,5.42892925,5.2446575,9.0
938,M,1.45,1.15,0.3875,30.03629525,9.05766525,5.82582225,9.4970825,14.0
939,F,1.0875,0.8625,0.2625,11.66581925,5.953395,3.47281375,3.685435,8.0
940,M,1.1625,0.9375,0.3,14.2030995,5.74077375,4.3941725,4.3941725,14.0
941,F,1.65,1.3,0.4,41.80133775,17.1514475,9.17106325,11.41067375,11.0
942,M,1.4125,1.1,0.3375,26.01066625,11.679994,5.14543425,7.881161,9.0
943,I,1.2375,0.95,0.375,16.76872925,7.92368525,3.52951275,4.819415,8.0
944,M,1.45,1.1,0.3,26.7335785,11.623295,5.159609,7.1724235,11.0
