id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
18882,M,1.45,1.125,0.3625,24.59319125,11.396499,4.8477645,6.3786375,8.0
18883,I,0.5875,0.4375,0.1125,1.8994165,0.77961125,0.35436875,0.4252425,5.0
18884,I,1.2,0.875,0.3,12.2753335,5.4147545,2.5231055,3.40194,8.0
18885,I,0.9,0.675,0.25,5.556502,2.31048425,0.92135875,1.8427175,5.0
18886,F,1.3125,0.9625,0.325,16.8679525,6.973977,4.53592,4.9611625,12.0
18887,F,1.125,0.8375,0.2875,14.5432935,6.577084,3.01922175,4.252425,10.0
18888,M,1.1875,0.9625,0.3125,16.82542825,7.78193775,2.9199985,4.6776675,10.0
18889,F,1.4375,1.1375,0.35,28.8314415,13.25339125,4.52174525,7.5126175,12.0
18890,M,1.35,1.0625,0.3875,26.1665885,8.60407325,5.443104,10.3475675,16.0
18891,I,1.1625,0.9375,0.325,14.81261375,5.74077375,2.948348,4.479221,8.0
18892,I,0.4,0.3,0.125,0.89300925,0.35436875,0.12757275,0.170097,5.0
18893,M,1.475,1.1625,0.3375,27.499015,13.19669225,5.54232725,6.6621325,9.0
18894,M,1.2375,0.95,0.3375,16.71203025,7.6827145,3.175144,4.7343665,9.0
18895,F,1.3375,1.05,0.35,23.23241525,10.092422,4.932813,6.3786375,9.0
18896,M,0.7,0.525,0.1625,2.48058125,0.97805775,0.80796075,0.850485,5.0
18897,I,1.0375,0.7625,0.225,9.73805325,4.309124,2.25378525,2.6365035,7.0
18898,I,1.325,1.025,0.35,17.56251525,6.7755305,3.61456125,6.0951425,9.0
18899,I,0.725,0.4625,0.175,3.24601775,1.54504775,0.60951425,0.850485,4.0
18900,F,1.55,1.2375,0.4625,34.8415355,14.118051,6.860579,12.3320325,17.0
18901,I,1.075,0.875,0.325,11.89261525,4.479221,2.65067825,4.1106775,8.0
18902,F,1.725,1.3125,0.4375,52.34735175,26.97454925,10.10659675,10.0640725,10.0
18903,M,1.3125,1.0,0.375,21.41804725,9.87980075,4.57844425,6.23689,8.0
18904,I,0.9375,0.75,0.225,7.257472,2.7499015,1.7293195,2.26796,7.0
18905,I,0.9625,0.75,0.225,6.23689,2.721552,1.247378,2.25378525,6.0
18906,I,1.1,0.8375,0.3,14.81261375,5.65572525,2.9766975,4.252425,9.0
18907,M,1.55,1.2375,0.4375,34.23202125,12.82814875,7.66853975,13.7495075,15.0
18908,M,1.325,0.95,0.325,18.3421265,8.97261675,3.98310475,4.77689075,8.0
18909,M,1.4125,1.1,0.4375,25.69882175,9.695529,5.499803,9.922325,10.0
18910,I,1.3125,1.0,0.3375,21.659018,8.618248,4.4508715,6.23689,15.0
18911,I,1.525,1.1875,0.425,31.62386725,10.149121,7.58349125,8.9300925,11.0
18912,I,0.8,0.6,0.225,4.8477645,1.6159215,1.020582,1.70097,6.0
18913,I,1.2,0.8875,0.2875,14.07552675,6.066793,2.721552,3.96893,8.0
18914,M,1.6625,1.275,0.4375,39.859397,18.12950525,8.29222875,11.623295,11.0
18915,F,1.6,1.2125,0.4,34.6147395,14.92601175,7.8528115,9.2135875,10.0
18916,F,1.3625,1.025,0.325,23.48756075,7.78193775,5.3013565,7.7961125,12.0
18917,I,0.875,0.6625,0.1875,6.066793,2.778251,1.14815475,1.984465,6.0
18918,M,1.2875,1.0125,0.35,19.447757,8.71747125,4.706017,6.23689,10.0
18919,F,1.7375,1.325,0.525,44.43784125,18.78154375,11.07047975,11.90679,11.0
18920,F,1.175,0.95,0.275,15.195332,6.56290925,2.891649,4.26659975,9.0
18921,I,1.125,0.8375,0.2625,11.55242125,4.63514325,2.2963095,3.3168915,7.0
18922,I,1.3125,0.975,0.3125,15.6205745,6.67630725,3.58621175,4.01145425,7.0
18923,M,1.2,0.9125,0.3125,14.9968855,6.16601625,3.005047,4.53592,8.0
18924,F,1.55,1.2375,0.4875,50.008518,25.911443,9.241937,13.324265,9.0
18925,F,1.4125,1.0875,0.4,24.9192105,9.56795625,6.350288,7.5126175,11.0
18926,M,1.2,0.8875,0.4125,23.24659,11.9351395,5.48562825,5.386405,8.0
18927,I,0.9375,0.7125,0.275,11.509897,4.74854125,1.77184375,3.21766825,7.0
18928,M,1.6125,1.2625,0.475,35.36600125,13.87708025,7.66853975,11.1980525,20.0
18929,F,1.45,1.1625,0.3875,27.5273645,11.9918385,6.2085405,8.3631025,9.0
18930,F,1.3125,1.0375,0.3,20.76600875,10.432616,4.649318,5.2446575,7.0
18931,F,1.625,1.3125,0.45,44.22522,16.85377775,9.015141,13.324265,13.0
18932,M,1.575,1.2375,0.45,36.230661,16.96717575,8.5331995,11.056305,10.0
18933,I,1.15,0.8875,0.2625,11.55242125,5.10291,2.76407625,3.5436875,8.0
18934,M,1.25,0.9625,0.3125,18.5689225,9.02931575,4.0539785,5.2446575,14.0
18935,I,0.9375,0.7,0.225,6.463686,2.721552,1.6726205,2.1829115,9.0
18936,I,1.225,0.925,0.3125,15.5071765,7.15824875,3.98310475,3.98310475,9.0
18937,M,1.525,1.225,0.4,31.3261975,13.947954,7.01650125,9.07184,9.0
18938,F,1.2125,0.8875,0.2875,12.09106175,4.74854125,2.87747425,4.6776675,12.0
18939,M,0.925,0.675,0.2375,8.6465975,3.912231,1.7293195,2.83495,7.0
18940,I,1.2125,0.95,0.3625,21.27629975,7.8528115,5.06038575,7.2291225,11.0
18941,M,1.25,0.875,0.325,17.84601025,7.12989925,3.86970675,5.2446575,9.0
18942,F,1.4,1.125,0.4,27.895908,12.8990225,5.1879585,7.7961125,11.0
18943,I,1.4625,1.1625,0.375,24.437269,10.5176645,5.216308,7.10154975,11.0
18944,M,1.425,1.1,0.3875,25.44367625,9.19941275,6.520385,8.0796075,14.0
18945,I,1.2625,1.0125,0.3125,18.597272,8.674947,3.7704835,5.6699,8.0
18946,M,1.3125,1.0125,0.3125,19.447757,8.845044,3.96893,5.8116475,11.0
18947,F,1.1,0.825,0.275,12.60135275,4.6209685,2.5231055,4.1673765,13.0
18948,M,1.1,0.8875,0.3125,13.8062065,5.613201,3.01922175,3.685435,9.0
18949,M,1.6,1.25,0.4375,37.9032815,15.77649675,8.29222875,10.3475675,10.0
18950,F,1.4875,1.175,0.375,28.236102,12.48795475,6.22271525,7.5126175,8.0
18951,M,1.275,0.975,0.2875,19.447757,9.8372765,3.6570855,4.40834725,9.0
18952,I,0.9,0.675,0.2375,6.50621025,2.31048425,1.23320325,1.8427175,7.0
18953,M,1.0125,0.75,0.225,9.185238,4.57844425,1.88524175,2.551455,8.0
18954,I,1.0125,0.75,0.225,7.95203475,3.89805625,1.63009625,2.1262125,7.0
18955,I,0.5625,0.4875,0.175,3.92640575,1.984465,0.58116475,1.20485375,4.0
18956,I,1.2125,0.925,0.325,15.762322,6.76135575,3.27436725,4.3941725,8.0
18957,M,1.6125,1.225,0.425,34.5580405,16.6411565,6.4353365,8.1363065,9.0
18958,I,0.9875,0.7,0.25,8.15048125,3.44446425,1.80019325,2.26796,7.0
18959,I,1.4,1.0625,0.35,19.40523275,8.561549,3.61456125,6.3786375,11.0
18960,M,1.4125,1.0625,0.3625,21.70154225,11.55242125,4.63514325,5.2446575,9.0
18961,F,1.3375,1.0625,0.3375,21.47474625,7.32834575,3.6570855,7.654365,17.0
18962,M,0.9625,0.7375,0.25,7.81028725,3.69960975,1.587572,2.551455,9.0
18963,I,0.6375,0.45,0.1625,2.2963095,0.86465975,0.4819415,0.60951425,7.0
18964,I,1.0625,0.7625,0.225,9.63883,3.41611475,2.22543575,2.83495,7.0
18965,F,1.4375,1.1,0.3,24.79163775,10.90038275,6.2652395,7.49844275,9.0
18966,F,1.4875,1.1875,0.3875,32.1199835,14.47241975,7.64019025,7.7961125,9.0
18967,M,1.2375,0.975,0.2875,15.71979775,6.10931725,3.78465825,4.706017,10.0
18968,I,1.3125,1.0,0.4125,18.46969925,5.953395,3.7137845,6.80388,14.0
18969,M,1.5375,1.2,0.4125,35.19590425,17.1514475,5.499803,8.221355,10.0
18970,F,1.7375,1.4375,0.5125,54.81375825,23.6151335,13.60776,14.5999925,12.0
18971,I,0.8,0.65,0.225,5.556502,2.65067825,0.850485,1.71514475,13.0
18972,F,1.6125,1.3,0.4375,44.79221,18.83824275,10.24834425,12.757275,9.0
18973,I,0.5125,0.3625,0.1125,0.907184,0.35436875,0.226796,0.3118445,4.0
18974,I,1.225,0.975,0.35,16.91047675,6.27941425,3.6003865,5.2446575,15.0
18975,F,1.5625,1.25,0.3875,35.777069,14.3731965,7.10154975,10.4042665,11.0
18976,F,1.525,1.2125,0.425,31.411246,12.26115875,8.0229085,9.2135875,14.0
18977,F,1.7,1.325,0.4125,43.02036625,19.94387325,8.85921875,9.4970825,11.0
18978,I,1.2125,0.9375,0.275,12.5021295,5.443104,2.2963095,3.89805625,8.0
18979,M,1.8125,1.4,0.5,58.98113475,30.46153775,13.62193475,14.0330025,12.0
18980,F,1.4125,1.1125,0.375,24.50814275,9.128539,6.1518415,7.2291225,8.0
18981,I,1.25,0.9625,0.3,15.195332,5.499803,2.721552,4.252425,11.0
18982,F,1.5625,1.2125,0.375,33.3673615,13.53688625,7.881161,9.7805775,14.0
18983,I,1.125,0.825,0.2625,11.89261525,5.10291,2.84912475,3.118445,7.0
18984,I,0.95,0.6875,0.25,7.10154975,3.005047,1.51669825,2.1262125,8.0
18985,F,1.55,1.2125,0.425,37.194544,14.10387625,7.1157245,11.623295,18.0
18986,M,1.875,1.5125,0.5375,48.20832475,19.447757,10.50348975,16.44271,22.0
18987,M,1.525,1.175,0.4375,38.55532,19.3627085,7.72523875,8.9300925,9.0
18988,M,1.125,0.8875,0.2875,12.99824575,5.82582225,2.721552,3.685435,8.0
18989,M,1.2875,1.0,0.35,18.75319425,7.6827145,4.66349275,5.2446575,10.0
18990,M,1.3,1.0375,0.375,23.48756075,9.99319875,4.706017,7.2291225,12.0
18991,I,1.3125,1.025,0.35,19.17843675,7.824462,4.53592,6.6621325,13.0
18992,F,1.675,1.3375,0.4375,37.15201975,18.01610725,8.051258,9.7805775,9.0
18993,I,0.975,0.75,0.225,9.65300475,5.08873525,1.7293195,2.26796,6.0
18994,M,1.525,1.1625,0.3875,31.6096925,15.43630275,6.463686,8.3631025,10.0
18995,F,1.6125,1.2625,0.475,34.5013415,14.4865945,5.556502,10.0640725,12.0
18996,I,1.3,0.975,0.3125,16.91047675,7.1724235,3.2601925,4.53592,8.0
18997,F,1.4875,1.15,0.375,26.23746225,11.32562525,6.010094,7.37087,9.0
18998,M,1.7,1.325,0.4375,41.4753185,18.86659225,10.0073735,10.77281,10.0
18999,F,1.4375,1.15,0.3625,28.02348075,13.02659525,5.68407475,7.654365,10.0
19000,M,1.425,1.1125,0.375,28.02348075,11.453198,5.3013565,7.37087,12.0
19001,F,1.25,0.95,0.3125,18.5689225,8.8733935,4.86193925,5.2446575,8.0
19002,I,0.875,0.65,0.2125,5.06038575,2.19708625,1.1056305,1.5592225,6.0
19003,M,1.5625,1.1625,0.4125,33.8776525,15.705623,7.58349125,8.66077225,9.0
19004,M,1.3625,1.0125,0.375,24.5790165,10.47514025,4.63514325,7.2291225,9.0
19005,F,0.875,0.6625,0.225,5.82582225,2.19708625,1.304077,1.8427175,6.0
19006,I,0.925,0.7,0.2125,6.33611325,3.061746,1.77184375,1.984465,7.0
19007,M,1.45,1.125,0.4,28.67551925,12.82814875,5.6699,8.6465975,11.0
19008,F,1.575,1.225,0.45,33.38153625,12.3320325,8.15048125,10.77281,10.0
19009,F,1.4375,1.125,0.3625,24.720764,10.70193625,5.40057975,7.37087,9.0
19010,M,1.55,1.2125,0.4,33.12639075,13.65028425,7.27164675,9.42620875,10.0
19011,F,1.425,1.1125,0.4125,24.73493875,9.4403835,5.82582225,7.37087,15.0
19012,F,1.65,1.3375,0.5,45.1607535,19.71707725,8.4198015,12.8990225,11.0
19013,I,1.175,0.8875,0.2625,13.36678925,5.3013565,2.65067825,4.3941725,8.0
19014,M,1.5625,1.3,0.4125,39.7743485,16.3009625,8.5898985,10.98543125,10.0
19015,M,1.3375,1.075,0.3125,22.4244545,9.62465525,4.9044635,6.6621325,8.0
19016,I,1.0625,0.8125,0.225,10.886208,3.89805625,2.097863,3.10427025,7.0
19017,M,1.3125,1.025,0.2875,21.8007655,8.391452,4.60679375,5.37223025,10.0
19018,M,1.45,1.1,0.3625,24.73493875,10.5176645,6.6621325,7.654365,9.0
19019,M,1.1875,0.9375,0.2875,14.118051,4.43669675,2.96252275,4.252425,17.0
19020,I,0.9625,0.75,0.2125,7.994559,3.515338,1.11980525,2.4097075,6.0
19021,F,1.525,1.225,0.425,32.72949775,15.26620575,6.33611325,8.1363065,10.0
19022,M,1.4875,1.1625,0.35,29.9654215,12.77144975,5.556502,7.2291225,10.0
19023,M,1.25,0.9625,0.3,16.839603,7.47009325,3.40194,4.819415,8.0
19024,M,1.4375,1.0625,0.3875,22.15513425,10.6310625,5.2446575,6.3786375,9.0
19025,M,1.525,1.2125,0.475,35.210079,16.782904,8.901743,10.20582,12.0
19026,M,1.45,1.1375,0.4125,32.81454625,14.6566915,5.99591925,10.0640725,11.0
19027,F,1.3875,1.1,0.3125,20.638436,9.00096625,4.1673765,6.23689,8.0
19028,M,1.65,1.325,0.4875,44.8772585,19.7029025,9.8372765,13.1825175,10.0
19029,I,0.9,0.6625,0.2,6.90310325,3.44446425,1.31825175,1.70097,6.0
19030,M,1.4375,1.1125,0.3625,29.2978555,12.34620725,5.8683465,8.788345,10.0
19031,F,1.5875,1.25,0.4,32.715323,15.94659375,7.41339425,8.3631025,11.0
19032,F,1.3875,1.05,0.3875,23.60095875,7.994559,5.25883225,7.7961125,17.0
19033,I,1.2,0.9875,0.2625,18.58309725,9.82310175,3.742134,4.9611625,7.0
19034,I,1.1375,0.875,0.35,13.267566,5.82582225,3.0333965,4.762716,8.0
19035,F,1.025,0.7625,0.2625,7.540967,2.83495,1.63009625,2.83495,10.0
19036,F,1.6875,1.2875,0.3875,35.3518265,16.17338975,8.37727725,9.7805775,10.0
19037,I,1.15,0.9125,0.25,12.7856245,6.25106475,2.45223175,3.5436875,8.0
19038,F,1.6375,1.425,0.4375,47.740558,21.33299875,10.92873225,12.190285,11.0
19039,M,1.15,0.9,0.2625,13.664459,5.839997,3.288542,3.118445,7.0
19040,F,1.5375,1.2375,0.3875,35.67784575,14.13222575,7.98038425,9.1568885,14.0
19041,M,1.5,1.1625,0.375,29.313383,13.5794105,6.30776375,7.654365,10.0
19042,I,1.4125,1.075,0.35,20.82270775,8.334753,4.52174525,7.087375,9.0
19043,I,1.3125,1.0,0.3375,16.9246515,8.54737425,3.86970675,4.46504625,9.0
19044,M,1.0875,0.825,0.2625,14.2030995,5.57067675,2.87747425,4.819415,12.0
19045,F,1.5,1.1875,0.4125,28.27862625,11.0846545,6.25106475,7.12989925,11.0
19046,F,1.4625,1.1375,0.3625,30.0221205,13.48018725,6.2652395,8.1930055,10.0
19047,I,0.675,0.5375,0.1375,3.24601775,1.2757275,0.58116475,0.850485,6.0
19048,M,1.6125,1.25,0.4,33.46658475,14.968536,7.27164675,11.32562525,15.0
19049,I,1.25,0.9375,0.3,14.69921575,5.88252125,3.81300775,4.35164825,8.0
19050,M,1.7,1.3375,0.5125,47.86813075,20.68096025,11.396499,12.85649825,17.0
19051,M,1.525,1.1875,0.4,30.674159,14.04717725,6.19436575,8.3631025,10.0
19052,M,1.3875,1.025,0.2875,25.8830935,11.18387775,6.22271525,5.57067675,9.0
19053,I,1.4375,1.1125,0.3625,27.51318975,12.23280925,6.123492,7.5126175,8.0
19054,M,1.5625,1.225,0.4125,29.993771,15.09610875,5.9250455,8.221355,9.0
19055,I,0.9375,0.675,0.225,5.10291,2.211261,1.6726205,1.5592225,7.0
19056,F,1.7375,1.275,0.5125,41.7588135,17.98775775,8.57572375,14.5999925,14.0
19057,F,1.5,1.2125,0.425,32.16250775,11.58077075,7.6827145,8.6465975,14.0
19058,I,0.4125,0.3125,0.0,0.510291,0.21262125,0.12757275,0.1417475,4.0
19059,F,1.2625,1.075,0.3625,22.2543575,8.3631025,5.2446575,6.9456275,14.0
19060,M,1.1625,0.8875,0.3,14.04717725,6.5487345,3.5436875,4.6776675,9.0
19061,F,1.3125,1.0,0.3125,22.169309,9.2702865,5.1312595,6.0951425,9.0
19062,M,1.6375,1.2625,0.475,38.6403685,18.63979625,8.83086925,11.1980525,12.0
19063,F,0.9,0.675,0.2375,6.25106475,2.6932025,1.6726205,1.984465,9.0
19064,M,1.4625,1.15,0.4,25.2594045,11.509897,6.22271525,6.6621325,10.0
19065,M,1.35,1.025,0.3625,20.921931,8.391452,4.60679375,6.3786375,9.0
19066,M,1.05,0.775,0.2,8.391452,3.7137845,2.3530085,2.87747425,8.0
19067,F,1.675,1.3125,0.4375,37.32211675,14.74174,9.298636,10.489315,13.0
19068,M,1.2875,1.0,0.325,18.71067,7.55514175,4.40834725,5.216308,10.0
19069,F,1.8,1.375,0.5125,62.3972495,30.333965,12.99824575,14.17475,11.0
19070,F,1.25,0.9375,0.3625,15.71979775,7.52679225,3.515338,6.0951425,10.0
19071,I,0.9625,0.725,0.3125,7.9095105,3.175144,1.3891255,2.26796,7.0
19072,M,1.4125,1.1625,0.3625,29.48348,12.0485375,7.427569,7.5126175,10.0
19073,M,1.6,1.225,0.4375,34.5013415,15.03940975,8.12213175,9.355335,10.0
19074,I,1.3875,1.025,0.325,18.75319425,8.15048125,3.1467945,5.386405,8.0
19075,M,1.5625,1.2625,0.375,36.740952,16.48523425,6.56290925,10.3475675,15.0
19076,I,0.8875,0.6625,0.225,6.23689,2.70737725,1.190679,1.8427175,5.0
19077,I,1.1125,0.825,0.275,12.94154675,6.0951425,2.84912475,3.5436875,8.0
19078,M,1.5875,1.25,0.45,39.7743485,16.386011,8.845044,10.9145575,11.0
19079,F,1.4375,1.175,0.3875,30.107169,14.89766225,6.78970525,7.7961125,10.0
19080,F,1.3125,1.0125,0.3,17.463292,6.123492,3.2601925,5.953395,9.0
19081,M,1.4125,1.075,0.35,22.7646485,10.8011595,7.49844275,6.23689,12.0
19082,I,1.225,0.975,0.2875,17.0380495,8.334753,3.9972795,4.9611625,8.0
19083,F,1.6125,1.2625,0.5,38.215126,16.31513725,7.47009325,11.7650425,13.0
19084,M,1.6,1.2,0.4125,32.98464325,14.33067225,7.767763,8.50485,13.0
19085,I,0.9875,0.7375,0.25,8.845044,2.36718325,1.60174675,2.4097075,7.0
19086,I,1.375,1.075,0.35,22.41027975,10.56018875,4.9044635,6.180191,8.0
19087,M,1.5125,1.2375,0.3875,36.457457,16.159215,5.51397775,8.9300925,9.0
19088,I,1.25,0.9375,0.3125,15.71979775,6.59125875,3.2034935,4.3941725,8.0
19089,I,1.2,0.925,0.275,16.9246515,7.81028725,2.778251,4.3941725,8.0
19090,I,0.8875,0.675,0.225,3.92640575,1.474174,0.850485,2.1262125,6.0
19091,M,1.4125,1.0875,0.4125,25.27357925,9.76640275,4.66349275,7.654365,14.0
19092,F,1.575,1.225,0.45,34.5013415,15.4504775,6.36446275,8.278054,10.0
19093,F,1.4,1.0875,0.3125,22.15513425,9.07184,4.97533725,6.80388,9.0
19094,I,1.4,1.05,0.325,20.53921275,11.8784405,4.819415,6.30776375,8.0
19095,I,1.2875,0.975,0.3125,18.6256215,8.278054,3.75630875,4.819415,8.0
19096,M,1.3375,1.0125,0.3,17.95940825,8.3631025,4.26659975,5.2446575,10.0
19097,I,1.1375,0.875,0.275,12.417081,4.252425,2.2963095,3.5436875,9.0
19098,F,1.3,1.0125,0.3375,22.0275615,7.711064,4.082328,6.23689,10.0
19099,I,1.0375,0.8125,0.2875,11.38232425,5.6982495,3.01922175,3.118445,8.0
19100,M,1.6875,1.3,0.4375,38.838815,19.5895045,7.427569,9.2135875,10.0
19101,I,0.9875,0.725,0.2375,6.30776375,2.6932025,1.31825175,2.1262125,6.0
19102,F,1.425,1.075,0.425,23.79940525,11.396499,5.42892925,6.80388,9.0
19103,I,0.875,0.625,0.225,5.7549485,2.041164,1.00640725,1.6726205,7.0
19104,M,1.225,0.95,0.3125,16.1308655,7.78193775,3.50116325,4.3941725,9.0
19105,F,1.3,1.0,0.3125,17.2081465,7.83863675,4.32329875,5.2446575,11.0
19106,F,1.2625,0.9375,0.3125,16.3576615,8.12213175,3.345241,4.7343665,11.0
19107,F,1.425,1.1,0.3375,26.43590875,11.15552825,6.860579,8.0796075,11.0
19108,I,1.25,0.925,0.3,14.968536,6.123492,2.9199985,3.96893,8.0
19109,I,1.175,0.975,0.3375,15.66309875,6.6621325,3.64291075,4.592619,8.0
19110,F,1.5875,1.2,0.375,34.37376875,16.159215,8.221355,9.355335,10.0
19111,M,1.4625,1.125,0.4,24.0687255,8.00873375,4.89028875,8.221355,15.0
19112,M,1.75,1.4375,0.4,44.111822,20.751834,10.942907,10.3475675,11.0
19113,M,1.25,1.0375,0.35,16.782904,6.860579,4.46504625,5.17378375,14.0
19114,M,1.475,1.15,0.3875,29.8520235,14.061352,6.350288,7.5126175,12.0
19115,M,1.4125,1.1125,0.3875,27.17299575,11.8784405,5.59902625,7.7961125,10.0
19116,M,1.425,1.1125,0.3625,24.13959925,10.61688775,6.0951425,6.7755305,9.0
19117,I,0.4125,0.275,0.075,0.41106775,0.1984465,0.0850485,0.1417475,3.0
19118,F,1.6,1.2375,0.425,35.550273,12.40290625,8.46232575,11.3398,13.0
19119,M,1.325,1.0,0.325,18.653971,7.04485075,4.72019175,5.10291,12.0
19120,F,1.675,1.2875,0.425,39.02308675,19.447757,8.51902475,10.9145575,12.0
19121,I,1.0375,0.7875,0.25,10.78698475,4.46504625,2.08368825,2.494756,7.0
19122,I,1.225,0.9625,0.3375,15.87572,6.9456275,2.948348,4.35164825,8.0
19123,I,1.075,0.875,0.275,12.54465375,4.74854125,2.67902775,3.8271825,8.0
19124,I,1.2,0.975,0.3,18.597272,8.40562675,3.98310475,5.2446575,8.0
19125,M,1.1,0.8625,0.3125,11.94931425,4.94698775,2.70737725,3.6570855,10.0
19126,M,1.0875,0.875,0.275,12.984071,6.10931725,2.84912475,3.685435,12.0
19127,I,1.1125,0.825,0.275,11.2547515,4.706017,2.5231055,3.40194,7.0
19128,F,1.4,1.1,0.35,22.75047375,10.489315,4.57844425,6.19436575,9.0
19129,M,1.1,0.825,0.275,10.829509,4.0539785,2.36718325,2.9766975,10.0
19130,F,0.925,0.7,0.2,6.53455975,2.84912475,1.814368,2.05533875,7.0
19131,M,1.7,1.3125,0.425,38.08755325,18.9091165,9.42620875,10.0640725,9.0
19132,I,0.8,0.5875,0.1875,6.39281225,3.0900955,0.86465975,1.417475,7.0
19133,M,1.45,1.125,0.3625,27.62658775,11.15552825,6.2652395,8.788345,13.0
19134,F,1.5875,1.275,0.475,37.32211675,17.1514475,7.767763,10.77281,16.0
19135,M,1.6375,1.325,0.525,43.3463855,18.83824275,9.525432,14.118051,9.0
19136,I,0.9125,0.6875,0.225,6.23689,2.721552,1.09145575,1.927766,7.0
19137,F,1.275,0.9625,0.4125,17.633389,6.973977,3.86970675,5.5281525,12.0
19138,M,1.4625,1.1375,0.425,29.21415975,12.1052365,6.1518415,8.50485,10.0
19139,F,1.65,1.3,0.475,46.67745175,20.53921275,8.448151,10.489315,10.0
19140,M,1.2875,1.0,0.4,22.89222125,6.917278,3.67126025,7.7961125,17.0
19141,M,1.5,1.2,0.425,32.31843,12.3887315,6.917278,10.0640725,13.0
19142,M,1.4875,1.15,0.4125,30.4190135,12.133586,6.39281225,7.9095105,11.0
19143,F,1.55,1.2125,0.4125,28.39202425,12.1052365,6.7188315,8.9300925,10.0
19144,M,1.675,1.3125,0.45,37.98833,18.80989325,7.98038425,10.0640725,10.0
19145,F,1.55,1.2,0.375,35.096681,11.75086775,7.37087,9.7805775,14.0
19146,F,1.425,1.1625,0.375,27.499015,8.49067525,6.22271525,9.2702865,16.0
19147,I,1.125,0.8125,0.225,10.19164525,4.4508715,2.1829115,2.551455,8.0
19148,I,1.075,0.8625,0.3125,12.00601325,5.48562825,2.0128145,3.8271825,9.0
19149,I,0.925,0.725,0.2125,7.087375,3.572037,1.63009625,1.7293195,9.0
19150,F,1.225,0.9625,0.3125,15.74814725,7.1724235,3.0333965,4.819415,8.0
19151,F,1.075,0.85,0.25,10.78698475,5.11708475,2.11203775,2.93417325,7.0
19152,F,1.25,0.9625,0.35,17.7751365,7.49844275,4.0539785,6.6621325,17.0
19153,F,1.25,0.975,0.3125,17.349894,7.69688925,4.01145425,5.5281525,11.0
19154,F,1.625,1.3125,0.425,39.405805,16.96717575,7.881161,11.1980525,11.0
19155,M,1.325,1.075,0.4,25.41532675,11.07047975,6.05261825,6.80388,10.0
19156,I,1.2875,0.975,0.3125,15.932419,6.0384435,3.86970675,4.3941725,9.0
19157,F,1.375,1.075,0.3625,24.8058125,11.15552825,6.123492,6.80388,9.0
19158,I,1.125,0.875,0.325,13.437663,6.10931725,3.3735905,3.96893,17.0
19159,M,1.5,1.1875,0.375,34.189497,15.6205745,7.44174375,7.44174375,10.0
19160,M,1.375,1.025,0.3125,21.87163925,10.0640725,4.15320175,6.520385,8.0
19161,I,0.525,0.375,0.1375,1.190679,0.5386405,0.35436875,0.4252425,3.0
19162,M,1.3375,1.0,0.3375,21.9708625,9.865626,5.896696,5.2446575,10.0
19163,M,1.5375,1.175,0.3875,31.14192575,13.96212875,6.010094,8.50485,11.0
19164,M,0.925,0.6875,0.25,6.70465675,2.721552,1.43164975,2.26796,11.0
19165,F,1.4125,1.1,0.3,24.47979325,12.133586,5.1879585,6.7755305,8.0
19166,F,1.4875,1.15,0.3875,30.43318825,14.04717725,5.8683465,8.6465975,9.0
19167,I,1.2125,0.95,0.35,18.824068,8.06543275,3.8838815,5.2446575,7.0
19168,M,1.5125,1.225,0.45,32.034935,12.94154675,7.257472,8.9300925,11.0
19169,F,1.6625,1.325,0.4625,38.838815,16.3009625,7.47009325,11.7650425,10.0
19170,F,1.5,1.2125,0.4125,32.16250775,14.92601175,7.41339425,8.9300925,9.0
19171,F,1.375,1.0375,0.375,21.1203775,8.20718025,5.82582225,5.5281525,13.0
19172,M,1.4875,1.2375,0.425,31.19862475,12.77144975,5.57067675,9.4970825,15.0
19173,F,1.775,1.375,0.475,52.34735175,24.56484175,13.62193475,11.3398,11.0
19174,M,1.475,1.1875,0.3375,27.5273645,12.6155275,4.72019175,8.3631025,11.0
19175,M,1.8375,1.4875,0.5,63.786375,31.6096925,11.566596,16.44271,21.0
19176,I,1.3125,1.0125,0.325,18.75319425,9.62465525,3.95475525,5.8116475,8.0
19177,F,1.45,1.1625,0.4,26.63435525,11.63746975,6.73300625,8.6465975,14.0
19178,M,1.525,1.2,0.4125,28.19357775,12.927372,7.64019025,7.93786,11.0
19179,F,1.325,1.075,0.325,22.15513425,10.24834425,4.55009475,5.273007,10.0
19180,I,0.9625,0.75,0.25,8.80251975,3.69960975,1.60174675,2.1262125,7.0
19181,I,0.6375,0.4625,0.1625,2.0128145,0.793786,0.4252425,0.7087375,5.0
19182,M,1.2875,1.0125,0.35,21.64484325,10.56018875,4.762716,4.35164825,9.0
19183,F,1.225,0.8875,0.3125,16.2442635,7.654365,3.6570855,3.78465825,9.0
19184,I,1.125,0.8375,0.275,11.1413535,4.5642695,2.65067825,3.33106625,7.0
19185,F,1.4,1.075,0.3875,24.79163775,12.3320325,5.556502,6.23689,10.0
19186,M,1.425,1.1,0.3625,24.11124975,8.91591775,5.216308,8.221355,12.0
19187,M,1.575,1.2,0.375,29.5685285,13.62193475,7.07320025,7.654365,8.0
19188,F,1.7,1.325,0.4875,47.003471,21.2904745,12.076887,12.8990225,12.0
19189,F,1.6875,1.275,0.4625,44.79221,19.94387325,9.31281075,11.850091,14.0
